application_date,segment,case_count,application_year,application_month,application_dow,application_qtr,application_daytype,application_season,dist_holi,dist_muharram,dist_dussehra,dist_diwali,dist_christmas,case_count,WPI,WPI-3m,WPI-6m
8/29/2017,1,1906,2017,8,1,QTR3,weekday,monsoon,185,33,32,51,118,1906,,,
8/29/2017,2,2335,2017,8,1,QTR3,weekday,monsoon,185,33,32,51,118,2335,,,
8/30/2017,1,2065,2017,8,2,QTR3,weekday,monsoon,184,32,31,50,117,2065,,,
8/30/2017,2,1555,2017,8,2,QTR3,weekday,monsoon,184,32,31,50,117,1555,,,
8/31/2017,1,13590,2017,8,3,QTR3,weekday,monsoon,183,31,30,49,116,13590,,,
8/31/2017,2,2237,2017,8,3,QTR3,weekday,monsoon,183,31,30,49,116,2237,,,
9/1/2017,2,4372,2017,9,4,QTR3,weekday,monsoon,182,30,29,48,115,4372,,,
9/2/2017,2,6249,2017,9,5,QTR3,weekday,monsoon,181,29,28,47,114,6249,,,
9/3/2017,2,4469,2017,9,6,QTR3,weekend,monsoon,180,28,27,46,113,4469,,,
9/4/2017,1,6,2017,9,0,QTR3,weekday,monsoon,179,27,26,45,112,6,,,
9/4/2017,2,5641,2017,9,0,QTR3,weekday,monsoon,179,27,26,45,112,5641,,,
9/5/2017,1,1101,2017,9,1,QTR3,weekday,monsoon,178,26,25,44,111,1101,,,
9/5/2017,2,6377,2017,9,1,QTR3,weekday,monsoon,178,26,25,44,111,6377,,,
9/6/2017,2,6894,2017,9,2,QTR3,weekday,monsoon,177,25,24,43,110,6894,,,
9/7/2017,1,805,2017,9,3,QTR3,weekday,monsoon,176,24,23,42,109,805,,,
9/7/2017,2,8062,2017,9,3,QTR3,weekday,monsoon,176,24,23,42,109,8062,,,
9/8/2017,1,2073,2017,9,4,QTR3,weekday,monsoon,175,23,22,41,108,2073,,,
9/8/2017,2,7799,2017,9,4,QTR3,weekday,monsoon,175,23,22,41,108,7799,,,
9/9/2017,1,1746,2017,9,5,QTR3,weekday,monsoon,174,22,21,40,107,1746,,,
9/9/2017,2,8598,2017,9,5,QTR3,weekday,monsoon,174,22,21,40,107,8598,,,
9/10/2017,1,932,2017,9,6,QTR3,weekend,monsoon,173,21,20,39,106,932,,,
9/10/2017,2,6695,2017,9,6,QTR3,weekend,monsoon,173,21,20,39,106,6695,,,
9/11/2017,1,2378,2017,9,0,QTR3,weekday,monsoon,172,20,19,38,105,2378,,,
9/11/2017,2,14050,2017,9,0,QTR3,weekday,monsoon,172,20,19,38,105,14050,,,
9/12/2017,1,2378,2017,9,1,QTR3,weekday,monsoon,171,19,18,37,104,2378,,,
9/12/2017,2,21192,2017,9,1,QTR3,weekday,monsoon,171,19,18,37,104,21192,,,
9/13/2017,1,2551,2017,9,2,QTR3,weekday,monsoon,170,18,17,36,103,2551,,,
9/13/2017,2,23051,2017,9,2,QTR3,weekday,monsoon,170,18,17,36,103,23051,,,
9/14/2017,1,2539,2017,9,3,QTR3,weekday,monsoon,169,17,16,35,102,2539,,,
9/14/2017,2,24867,2017,9,3,QTR3,weekday,monsoon,169,17,16,35,102,24867,,,
9/15/2017,1,2836,2017,9,4,QTR3,weekday,monsoon,168,16,15,34,101,2836,,,
9/15/2017,2,23169,2017,9,4,QTR3,weekday,monsoon,168,16,15,34,101,23169,,,
9/16/2017,1,2693,2017,9,5,QTR3,weekday,monsoon,167,15,14,33,100,2693,,,
9/16/2017,2,22296,2017,9,5,QTR3,weekday,monsoon,167,15,14,33,100,22296,,,
9/17/2017,1,1376,2017,9,6,QTR3,weekend,monsoon,166,14,13,32,99,1376,,,
9/17/2017,2,16429,2017,9,6,QTR3,weekend,monsoon,166,14,13,32,99,16429,,,
9/18/2017,1,3114,2017,9,0,QTR3,weekday,monsoon,165,13,12,31,98,3114,,,
9/18/2017,2,20130,2017,9,0,QTR3,weekday,monsoon,165,13,12,31,98,20130,,,
9/19/2017,1,3080,2017,9,1,QTR3,weekday,monsoon,164,12,11,30,97,3080,,,
9/19/2017,2,15067,2017,9,1,QTR3,weekday,monsoon,164,12,11,30,97,15067,,,
9/20/2017,1,3541,2017,9,2,QTR3,weekday,monsoon,163,11,10,29,96,3541,,,
9/20/2017,2,23379,2017,9,2,QTR3,weekday,monsoon,163,11,10,29,96,23379,,,
9/21/2017,1,4436,2017,9,3,QTR3,weekday,monsoon,162,10,9,28,95,4436,,,
9/21/2017,2,20323,2017,9,3,QTR3,weekday,monsoon,162,10,9,28,95,20323,,,
9/22/2017,1,4330,2017,9,4,QTR3,weekday,monsoon,161,9,8,27,94,4330,,,
9/22/2017,2,16893,2017,9,4,QTR3,weekday,monsoon,161,9,8,27,94,16893,,,
9/23/2017,1,3701,2017,9,5,QTR3,weekday,monsoon,160,8,7,26,93,3701,,,
9/23/2017,2,12440,2017,9,5,QTR3,weekday,monsoon,160,8,7,26,93,12440,,,
9/24/2017,1,3508,2017,9,6,QTR3,weekend,monsoon,159,7,6,25,92,3508,,,
9/24/2017,2,9308,2017,9,6,QTR3,weekend,monsoon,159,7,6,25,92,9308,,,
9/25/2017,1,5201,2017,9,0,QTR3,weekday,monsoon,158,6,5,24,91,5201,,,
9/25/2017,2,8926,2017,9,0,QTR3,weekday,monsoon,158,6,5,24,91,8926,,,
9/26/2017,1,5188,2017,9,1,QTR3,weekday,monsoon,157,5,4,23,90,5188,,,
9/26/2017,2,7662,2017,9,1,QTR3,weekday,monsoon,157,5,4,23,90,7662,,,
9/27/2017,1,5378,2017,9,2,QTR3,weekday,monsoon,156,4,3,22,89,5378,,,
9/27/2017,2,5690,2017,9,2,QTR3,weekday,monsoon,156,4,3,22,89,5690,,,
9/28/2017,1,4584,2017,9,3,QTR3,weekday,monsoon,155,3,2,21,88,4584,,,
9/28/2017,2,3268,2017,9,3,QTR3,weekday,monsoon,155,3,2,21,88,3268,,,
9/29/2017,1,4464,2017,9,4,QTR3,weekday,monsoon,154,2,1,20,87,4464,,,
9/29/2017,2,889,2017,9,4,QTR3,weekday,monsoon,154,2,1,20,87,889,,,
9/30/2017,1,21631,2017,9,5,QTR3,weekday,monsoon,153,1,0,19,86,21631,,,
9/30/2017,2,439,2017,9,5,QTR3,weekday,monsoon,153,1,0,19,86,439,,,
10/1/2017,1,1280,2017,10,6,QTR4,weekend,autumn,152,0,383,18,85,1280,,,
10/1/2017,2,973,2017,10,6,QTR4,weekend,autumn,152,0,383,18,85,973,,,
10/2/2017,1,226,2017,10,0,QTR4,weekday,autumn,151,354,382,17,84,226,,,
10/2/2017,2,2341,2017,10,0,QTR4,weekday,autumn,151,354,382,17,84,2341,,,
10/3/2017,1,172,2017,10,1,QTR4,weekday,autumn,150,353,381,16,83,172,,,
10/3/2017,2,4627,2017,10,1,QTR4,weekday,autumn,150,353,381,16,83,4627,,,
10/4/2017,1,209,2017,10,2,QTR4,weekday,autumn,149,352,380,15,82,209,,,
10/4/2017,2,5338,2017,10,2,QTR4,weekday,autumn,149,352,380,15,82,5338,,,
10/5/2017,1,352,2017,10,3,QTR4,weekday,autumn,148,351,379,14,81,352,,,
10/5/2017,2,6885,2017,10,3,QTR4,weekday,autumn,148,351,379,14,81,6885,,,
10/6/2017,1,361,2017,10,4,QTR4,weekday,autumn,147,350,378,13,80,361,,,
10/6/2017,2,7567,2017,10,4,QTR4,weekday,autumn,147,350,378,13,80,7567,,,
10/7/2017,1,274,2017,10,5,QTR4,weekday,autumn,146,349,377,12,79,274,,,
10/7/2017,2,7786,2017,10,5,QTR4,weekday,autumn,146,349,377,12,79,7786,,,
10/8/2017,1,573,2017,10,6,QTR4,weekend,autumn,145,348,376,11,78,573,,,
10/8/2017,2,6932,2017,10,6,QTR4,weekend,autumn,145,348,376,11,78,6932,,,
10/9/2017,1,1688,2017,10,0,QTR4,weekday,autumn,144,347,375,10,77,1688,,,
10/9/2017,2,8299,2017,10,0,QTR4,weekday,autumn,144,347,375,10,77,8299,,,
10/10/2017,1,1839,2017,10,1,QTR4,weekday,autumn,143,346,374,9,76,1839,,,
10/10/2017,2,11235,2017,10,1,QTR4,weekday,autumn,143,346,374,9,76,11235,,,
10/11/2017,1,3701,2017,10,2,QTR4,weekday,autumn,142,345,373,8,75,3701,,,
10/11/2017,2,18217,2017,10,2,QTR4,weekday,autumn,142,345,373,8,75,18217,,,
10/12/2017,1,4017,2017,10,3,QTR4,weekday,autumn,141,344,372,7,74,4017,,,
10/12/2017,2,23977,2017,10,3,QTR4,weekday,autumn,141,344,372,7,74,23977,,,
10/13/2017,1,4355,2017,10,4,QTR4,weekday,autumn,140,343,371,6,73,4355,,,
10/13/2017,2,26211,2017,10,4,QTR4,weekday,autumn,140,343,371,6,73,26211,,,
10/14/2017,1,4048,2017,10,5,QTR4,weekday,autumn,139,342,370,5,72,4048,,,
10/14/2017,2,24403,2017,10,5,QTR4,weekday,autumn,139,342,370,5,72,24403,,,
10/15/2017,1,3928,2017,10,6,QTR4,weekend,autumn,138,341,369,4,71,3928,,,
10/15/2017,2,17067,2017,10,6,QTR4,weekend,autumn,138,341,369,4,71,17067,,,
10/16/2017,1,6696,2017,10,0,QTR4,weekday,autumn,137,340,368,3,70,6696,,,
10/16/2017,2,19907,2017,10,0,QTR4,weekday,autumn,137,340,368,3,70,19907,,,
10/17/2017,1,7223,2017,10,1,QTR4,weekday,autumn,136,339,367,2,69,7223,,,
10/17/2017,2,18168,2017,10,1,QTR4,weekday,autumn,136,339,367,2,69,18168,,,
10/18/2017,1,6344,2017,10,2,QTR4,weekday,autumn,135,338,366,1,68,6344,,,
10/18/2017,2,14006,2017,10,2,QTR4,weekday,autumn,135,338,366,1,68,14006,,,
10/19/2017,1,4650,2017,10,3,QTR4,weekday,autumn,134,337,365,0,67,4650,,,
10/19/2017,2,12688,2017,10,3,QTR4,weekday,autumn,134,337,365,0,67,12688,,,
10/20/2017,1,2423,2017,10,4,QTR4,weekday,autumn,133,336,364,383,66,2423,,,
10/20/2017,2,15696,2017,10,4,QTR4,weekday,autumn,133,336,364,383,66,15696,,,
10/21/2017,1,1718,2017,10,5,QTR4,weekday,autumn,132,335,363,382,65,1718,,,
10/21/2017,2,16584,2017,10,5,QTR4,weekday,autumn,132,335,363,382,65,16584,,,
10/22/2017,1,1002,2017,10,6,QTR4,weekend,autumn,131,334,362,381,64,1002,,,
10/22/2017,2,13993,2017,10,6,QTR4,weekend,autumn,131,334,362,381,64,13993,,,
10/23/2017,1,2570,2017,10,0,QTR4,weekday,autumn,130,333,361,380,63,2570,,,
10/23/2017,2,17483,2017,10,0,QTR4,weekday,autumn,130,333,361,380,63,17483,,,
10/24/2017,1,2272,2017,10,1,QTR4,weekday,autumn,129,332,360,379,62,2272,,,
10/24/2017,2,19773,2017,10,1,QTR4,weekday,autumn,129,332,360,379,62,19773,,,
10/25/2017,1,2968,2017,10,2,QTR4,weekday,autumn,128,331,359,378,61,2968,,,
10/25/2017,2,17149,2017,10,2,QTR4,weekday,autumn,128,331,359,378,61,17149,,,
10/26/2017,1,2533,2017,10,3,QTR4,weekday,autumn,127,330,358,377,60,2533,,,
10/26/2017,2,16545,2017,10,3,QTR4,weekday,autumn,127,330,358,377,60,16545,,,
10/27/2017,1,2556,2017,10,4,QTR4,weekday,autumn,126,329,357,376,59,2556,,,
10/27/2017,2,14385,2017,10,4,QTR4,weekday,autumn,126,329,357,376,59,14385,,,
10/28/2017,1,2062,2017,10,5,QTR4,weekday,autumn,125,328,356,375,58,2062,,,
10/28/2017,2,8564,2017,10,5,QTR4,weekday,autumn,125,328,356,375,58,8564,,,
10/29/2017,1,883,2017,10,6,QTR4,weekend,autumn,124,327,355,374,57,883,,,
10/29/2017,2,3314,2017,10,6,QTR4,weekend,autumn,124,327,355,374,57,3314,,,
10/30/2017,1,2810,2017,10,0,QTR4,weekday,autumn,123,326,354,373,56,2810,,,
10/30/2017,2,1024,2017,10,0,QTR4,weekday,autumn,123,326,354,373,56,1024,,,
10/31/2017,1,15429,2017,10,1,QTR4,weekday,autumn,122,325,353,372,55,15429,,,
10/31/2017,2,1015,2017,10,1,QTR4,weekday,autumn,122,325,353,372,55,1015,,,
11/1/2017,1,583,2017,11,2,QTR4,weekday,autumn,121,324,352,371,54,583,,,
11/1/2017,2,3841,2017,11,2,QTR4,weekday,autumn,121,324,352,371,54,3841,,,
11/2/2017,1,29,2017,11,3,QTR4,weekday,autumn,120,323,351,370,53,29,,,
11/2/2017,2,4069,2017,11,3,QTR4,weekday,autumn,120,323,351,370,53,4069,,,
11/3/2017,1,65,2017,11,4,QTR4,weekday,autumn,119,322,350,369,52,65,,,
11/3/2017,2,6458,2017,11,4,QTR4,weekday,autumn,119,322,350,369,52,6458,,,
11/4/2017,1,40,2017,11,5,QTR4,weekday,autumn,118,321,349,368,51,40,,,
11/4/2017,2,6454,2017,11,5,QTR4,weekday,autumn,118,321,349,368,51,6454,,,
11/5/2017,1,6,2017,11,6,QTR4,weekend,autumn,117,320,348,367,50,6,,,
11/5/2017,2,4174,2017,11,6,QTR4,weekend,autumn,117,320,348,367,50,4174,,,
11/6/2017,1,60,2017,11,0,QTR4,weekday,autumn,116,319,347,366,49,60,,,
11/6/2017,2,6474,2017,11,0,QTR4,weekday,autumn,116,319,347,366,49,6474,,,
11/7/2017,1,251,2017,11,1,QTR4,weekday,autumn,115,318,346,365,48,251,,,
11/7/2017,2,7488,2017,11,1,QTR4,weekday,autumn,115,318,346,365,48,7488,,,
11/8/2017,1,1556,2017,11,2,QTR4,weekday,autumn,114,317,345,364,47,1556,,,
11/8/2017,2,8606,2017,11,2,QTR4,weekday,autumn,114,317,345,364,47,8606,,,
11/9/2017,1,1872,2017,11,3,QTR4,weekday,autumn,113,316,344,363,46,1872,,,
11/9/2017,2,9825,2017,11,3,QTR4,weekday,autumn,113,316,344,363,46,9825,,,
11/10/2017,1,1998,2017,11,4,QTR4,weekday,autumn,112,315,343,362,45,1998,,,
11/10/2017,2,9843,2017,11,4,QTR4,weekday,autumn,112,315,343,362,45,9843,,,
11/11/2017,1,1532,2017,11,5,QTR4,weekday,autumn,111,314,342,361,44,1532,,,
11/11/2017,2,17385,2017,11,5,QTR4,weekday,autumn,111,314,342,361,44,17385,,,
11/12/2017,1,636,2017,11,6,QTR4,weekend,autumn,110,313,341,360,43,636,,,
11/12/2017,2,14594,2017,11,6,QTR4,weekend,autumn,110,313,341,360,43,14594,,,
11/13/2017,1,2242,2017,11,0,QTR4,weekday,autumn,109,312,340,359,42,2242,,,
11/13/2017,2,21311,2017,11,0,QTR4,weekday,autumn,109,312,340,359,42,21311,,,
11/14/2017,1,1988,2017,11,1,QTR4,weekday,autumn,108,311,339,358,41,1988,,,
11/14/2017,2,27580,2017,11,1,QTR4,weekday,autumn,108,311,339,358,41,27580,,,
11/15/2017,1,1907,2017,11,2,QTR4,weekday,autumn,107,310,338,357,40,1907,,,
11/15/2017,2,28872,2017,11,2,QTR4,weekday,autumn,107,310,338,357,40,28872,,,
11/16/2017,1,1838,2017,11,3,QTR4,weekday,autumn,106,309,337,356,39,1838,,,
11/16/2017,2,28331,2017,11,3,QTR4,weekday,autumn,106,309,337,356,39,28331,,,
11/17/2017,1,1801,2017,11,4,QTR4,weekday,autumn,105,308,336,355,38,1801,,,
11/17/2017,2,25391,2017,11,4,QTR4,weekday,autumn,105,308,336,355,38,25391,,,
11/18/2017,1,1537,2017,11,5,QTR4,weekday,autumn,104,307,335,354,37,1537,,,
11/18/2017,2,23316,2017,11,5,QTR4,weekday,autumn,104,307,335,354,37,23316,,,
11/19/2017,1,2846,2017,11,6,QTR4,weekend,autumn,103,306,334,353,36,2846,,,
11/19/2017,2,17062,2017,11,6,QTR4,weekend,autumn,103,306,334,353,36,17062,,,
11/20/2017,1,56,2017,11,0,QTR4,weekday,autumn,102,305,333,352,35,56,,,
11/20/2017,2,21964,2017,11,0,QTR4,weekday,autumn,102,305,333,352,35,21964,,,
11/21/2017,1,1934,2017,11,1,QTR4,weekday,autumn,101,304,332,351,34,1934,,,
11/21/2017,2,23594,2017,11,1,QTR4,weekday,autumn,101,304,332,351,34,23594,,,
11/22/2017,1,1904,2017,11,2,QTR4,weekday,autumn,100,303,331,350,33,1904,,,
11/22/2017,2,22100,2017,11,2,QTR4,weekday,autumn,100,303,331,350,33,22100,,,
11/23/2017,1,1914,2017,11,3,QTR4,weekday,autumn,99,302,330,349,32,1914,,,
11/23/2017,2,20300,2017,11,3,QTR4,weekday,autumn,99,302,330,349,32,20300,,,
11/24/2017,1,1980,2017,11,4,QTR4,weekday,autumn,98,301,329,348,31,1980,,,
11/24/2017,2,17048,2017,11,4,QTR4,weekday,autumn,98,301,329,348,31,17048,,,
11/25/2017,1,1471,2017,11,5,QTR4,weekday,autumn,97,300,328,347,30,1471,,,
11/25/2017,2,14954,2017,11,5,QTR4,weekday,autumn,97,300,328,347,30,14954,,,
11/26/2017,1,572,2017,11,6,QTR4,weekend,autumn,96,299,327,346,29,572,,,
11/26/2017,2,9893,2017,11,6,QTR4,weekend,autumn,96,299,327,346,29,9893,,,
11/27/2017,1,2104,2017,11,0,QTR4,weekday,autumn,95,298,326,345,28,2104,,,
11/27/2017,2,11163,2017,11,0,QTR4,weekday,autumn,95,298,326,345,28,11163,,,
11/28/2017,1,1827,2017,11,1,QTR4,weekday,autumn,94,297,325,344,27,1827,,,
11/28/2017,2,5170,2017,11,1,QTR4,weekday,autumn,94,297,325,344,27,5170,,,
11/29/2017,1,1938,2017,11,2,QTR4,weekday,autumn,93,296,324,343,26,1938,,,
11/29/2017,2,1540,2017,11,2,QTR4,weekday,autumn,93,296,324,343,26,1540,,,
11/30/2017,1,5966,2017,11,3,QTR4,weekday,autumn,92,295,323,342,25,5966,,,
11/30/2017,2,1289,2017,11,3,QTR4,weekday,autumn,92,295,323,342,25,1289,,,
12/1/2017,1,56,2017,12,4,QTR4,weekday,winter,91,294,322,341,24,56,,,
12/1/2017,2,3120,2017,12,4,QTR4,weekday,winter,91,294,322,341,24,3120,,,
12/2/2017,1,44,2017,12,5,QTR4,weekday,winter,90,293,321,340,23,44,,,
12/2/2017,2,5010,2017,12,5,QTR4,weekday,winter,90,293,321,340,23,5010,,,
12/3/2017,1,292,2017,12,6,QTR4,weekend,winter,89,292,320,339,22,292,,,
12/3/2017,2,3426,2017,12,6,QTR4,weekend,winter,89,292,320,339,22,3426,,,
12/4/2017,1,1610,2017,12,0,QTR4,weekday,winter,88,291,319,338,21,1610,,,
12/4/2017,2,5909,2017,12,0,QTR4,weekday,winter,88,291,319,338,21,5909,,,
12/5/2017,1,1650,2017,12,1,QTR4,weekday,winter,87,290,318,337,20,1650,,,
12/5/2017,2,6052,2017,12,1,QTR4,weekday,winter,87,290,318,337,20,6052,,,
12/6/2017,1,1904,2017,12,2,QTR4,weekday,winter,86,289,317,336,19,1904,,,
12/6/2017,2,7124,2017,12,2,QTR4,weekday,winter,86,289,317,336,19,7124,,,
12/7/2017,1,1875,2017,12,3,QTR4,weekday,winter,85,288,316,335,18,1875,,,
12/7/2017,2,8026,2017,12,3,QTR4,weekday,winter,85,288,316,335,18,8026,,,
12/8/2017,1,1861,2017,12,4,QTR4,weekday,winter,84,287,315,334,17,1861,,,
12/8/2017,2,7534,2017,12,4,QTR4,weekday,winter,84,287,315,334,17,7534,,,
12/9/2017,1,1485,2017,12,5,QTR4,weekday,winter,83,286,314,333,16,1485,,,
12/9/2017,2,8758,2017,12,5,QTR4,weekday,winter,83,286,314,333,16,8758,,,
12/10/2017,1,621,2017,12,6,QTR4,weekend,winter,82,285,313,332,15,621,,,
12/10/2017,2,6100,2017,12,6,QTR4,weekend,winter,82,285,313,332,15,6100,,,
12/11/2017,1,2319,2017,12,0,QTR4,weekday,winter,81,284,312,331,14,2319,,,
12/11/2017,2,15291,2017,12,0,QTR4,weekday,winter,81,284,312,331,14,15291,,,
12/12/2017,1,2237,2017,12,1,QTR4,weekday,winter,80,283,311,330,13,2237,,,
12/12/2017,2,22734,2017,12,1,QTR4,weekday,winter,80,283,311,330,13,22734,,,
12/13/2017,1,2320,2017,12,2,QTR4,weekday,winter,79,282,310,329,12,2320,,,
12/13/2017,2,25417,2017,12,2,QTR4,weekday,winter,79,282,310,329,12,25417,,,
12/14/2017,1,2260,2017,12,3,QTR4,weekday,winter,78,281,309,328,11,2260,,,
12/14/2017,2,24401,2017,12,3,QTR4,weekday,winter,78,281,309,328,11,24401,,,
12/15/2017,1,2326,2017,12,4,QTR4,weekday,winter,77,280,308,327,10,2326,,,
12/15/2017,2,26953,2017,12,4,QTR4,weekday,winter,77,280,308,327,10,26953,,,
12/16/2017,1,1796,2017,12,5,QTR4,weekday,winter,76,279,307,326,9,1796,,,
12/16/2017,2,24836,2017,12,5,QTR4,weekday,winter,76,279,307,326,9,24836,,,
12/17/2017,1,767,2017,12,6,QTR4,weekend,winter,75,278,306,325,8,767,,,
12/17/2017,2,16655,2017,12,6,QTR4,weekend,winter,75,278,306,325,8,16655,,,
12/18/2017,1,2393,2017,12,0,QTR4,weekday,winter,74,277,305,324,7,2393,,,
12/18/2017,2,24011,2017,12,0,QTR4,weekday,winter,74,277,305,324,7,24011,,,
12/19/2017,1,2180,2017,12,1,QTR4,weekday,winter,73,276,304,323,6,2180,,,
12/19/2017,2,27077,2017,12,1,QTR4,weekday,winter,73,276,304,323,6,27077,,,
12/20/2017,1,2454,2017,12,2,QTR4,weekday,winter,72,275,303,322,5,2454,,,
12/20/2017,2,27934,2017,12,2,QTR4,weekday,winter,72,275,303,322,5,27934,,,
12/21/2017,1,1886,2017,12,3,QTR4,weekday,winter,71,274,302,321,4,1886,,,
12/21/2017,2,26353,2017,12,3,QTR4,weekday,winter,71,274,302,321,4,26353,,,
12/22/2017,1,1921,2017,12,4,QTR4,weekday,winter,70,273,301,320,3,1921,,,
12/22/2017,2,22072,2017,12,4,QTR4,weekday,winter,70,273,301,320,3,22072,,,
12/23/2017,1,1981,2017,12,5,QTR4,weekday,winter,69,272,300,319,2,1981,,,
12/23/2017,2,20863,2017,12,5,QTR4,weekday,winter,69,272,300,319,2,20863,,,
12/24/2017,1,757,2017,12,6,QTR4,weekend,winter,68,271,299,318,1,757,,,
12/24/2017,2,13367,2017,12,6,QTR4,weekend,winter,68,271,299,318,1,13367,,,
12/25/2017,1,2169,2017,12,0,QTR4,weekday,winter,67,270,298,317,0,2169,,,
12/25/2017,2,12427,2017,12,0,QTR4,weekday,winter,67,270,298,317,0,12427,,,
12/26/2017,1,2251,2017,12,1,QTR4,weekday,winter,66,269,297,316,364,2251,,,
12/26/2017,2,13929,2017,12,1,QTR4,weekday,winter,66,269,297,316,364,13929,,,
12/27/2017,1,2374,2017,12,2,QTR4,weekday,winter,65,268,296,315,363,2374,,,
12/27/2017,2,12936,2017,12,2,QTR4,weekday,winter,65,268,296,315,363,12936,,,
12/28/2017,1,2555,2017,12,3,QTR4,weekday,winter,64,267,295,314,362,2555,,,
12/28/2017,2,11402,2017,12,3,QTR4,weekday,winter,64,267,295,314,362,11402,,,
12/29/2017,1,2913,2017,12,4,QTR4,weekday,winter,63,266,294,313,361,2913,,,
12/29/2017,2,8527,2017,12,4,QTR4,weekday,winter,63,266,294,313,361,8527,,,
12/30/2017,1,2736,2017,12,5,QTR4,weekday,winter,62,265,293,312,360,2736,,,
12/30/2017,2,4824,2017,12,5,QTR4,weekday,winter,62,265,293,312,360,4824,,,
12/31/2017,1,14106,2017,12,6,QTR4,weekend,winter,61,264,292,311,359,14106,,,
12/31/2017,2,791,2017,12,6,QTR4,weekend,winter,61,264,292,311,359,791,,,
1/1/2018,1,1391,2018,1,0,QTR1,weekday,winter,60,263,291,310,358,1391,,,
1/1/2018,2,2110,2018,1,0,QTR1,weekday,winter,60,263,291,310,358,2110,,,
1/2/2018,1,84,2018,1,1,QTR1,weekday,winter,59,262,290,309,357,84,,,
1/2/2018,2,6491,2018,1,1,QTR1,weekday,winter,59,262,290,309,357,6491,,,
1/3/2018,1,45,2018,1,2,QTR1,weekday,winter,58,261,289,308,356,45,,,
1/3/2018,2,9691,2018,1,2,QTR1,weekday,winter,58,261,289,308,356,9691,,,
1/4/2018,1,76,2018,1,3,QTR1,weekday,winter,57,260,288,307,355,76,,,
1/4/2018,2,10467,2018,1,3,QTR1,weekday,winter,57,260,288,307,355,10467,,,
1/5/2018,1,1789,2018,1,4,QTR1,weekday,winter,56,259,287,306,354,1789,,,
1/5/2018,2,10449,2018,1,4,QTR1,weekday,winter,56,259,287,306,354,10449,,,
1/6/2018,1,1372,2018,1,5,QTR1,weekday,winter,55,258,286,305,353,1372,,,
1/6/2018,2,10382,2018,1,5,QTR1,weekday,winter,55,258,286,305,353,10382,,,
1/7/2018,2,7813,2018,1,6,QTR1,weekend,winter,54,257,285,304,352,7813,,,
1/8/2018,1,81,2018,1,0,QTR1,weekday,winter,53,256,284,303,351,81,,,
1/8/2018,2,10306,2018,1,0,QTR1,weekday,winter,53,256,284,303,351,10306,,,
1/9/2018,1,2619,2018,1,1,QTR1,weekday,winter,52,255,283,302,350,2619,,,
1/9/2018,2,10859,2018,1,1,QTR1,weekday,winter,52,255,283,302,350,10859,,,
1/10/2018,1,2497,2018,1,2,QTR1,weekday,winter,51,254,282,301,349,2497,,,
1/10/2018,2,13309,2018,1,2,QTR1,weekday,winter,51,254,282,301,349,13309,,,
1/11/2018,1,2522,2018,1,3,QTR1,weekday,winter,50,253,281,300,348,2522,,,
1/11/2018,2,21872,2018,1,3,QTR1,weekday,winter,50,253,281,300,348,21872,,,
1/12/2018,1,2757,2018,1,4,QTR1,weekday,winter,49,252,280,299,347,2757,,,
1/12/2018,2,26325,2018,1,4,QTR1,weekday,winter,49,252,280,299,347,26325,,,
1/13/2018,1,2306,2018,1,5,QTR1,weekday,winter,48,251,279,298,346,2306,,,
1/13/2018,2,23737,2018,1,5,QTR1,weekday,winter,48,251,279,298,346,23737,,,
1/14/2018,1,1167,2018,1,6,QTR1,weekend,winter,47,250,278,297,345,1167,,,
1/14/2018,2,11974,2018,1,6,QTR1,weekend,winter,47,250,278,297,345,11974,,,
1/15/2018,1,2420,2018,1,0,QTR1,weekday,winter,46,249,277,296,344,2420,,,
1/15/2018,2,14284,2018,1,0,QTR1,weekday,winter,46,249,277,296,344,14284,,,
1/16/2018,1,2625,2018,1,1,QTR1,weekday,winter,45,248,276,295,343,2625,,,
1/16/2018,2,21445,2018,1,1,QTR1,weekday,winter,45,248,276,295,343,21445,,,
1/17/2018,1,2854,2018,1,2,QTR1,weekday,winter,44,247,275,294,342,2854,,,
1/17/2018,2,27351,2018,1,2,QTR1,weekday,winter,44,247,275,294,342,27351,,,
1/18/2018,1,2947,2018,1,3,QTR1,weekday,winter,43,246,274,293,341,2947,,,
1/18/2018,2,28950,2018,1,3,QTR1,weekday,winter,43,246,274,293,341,28950,,,
1/19/2018,1,2859,2018,1,4,QTR1,weekday,winter,42,245,273,292,340,2859,,,
1/19/2018,2,27414,2018,1,4,QTR1,weekday,winter,42,245,273,292,340,27414,,,
1/20/2018,1,2218,2018,1,5,QTR1,weekday,winter,41,244,272,291,339,2218,,,
1/20/2018,2,25522,2018,1,5,QTR1,weekday,winter,41,244,272,291,339,25522,,,
1/21/2018,1,1108,2018,1,6,QTR1,weekend,winter,40,243,271,290,338,1108,,,
1/21/2018,2,17975,2018,1,6,QTR1,weekend,winter,40,243,271,290,338,17975,,,
1/22/2018,1,3198,2018,1,0,QTR1,weekday,winter,39,242,270,289,337,3198,,,
1/22/2018,2,20582,2018,1,0,QTR1,weekday,winter,39,242,270,289,337,20582,,,
1/23/2018,1,2519,2018,1,1,QTR1,weekday,winter,38,241,269,288,336,2519,,,
1/23/2018,2,25271,2018,1,1,QTR1,weekday,winter,38,241,269,288,336,25271,,,
1/24/2018,1,2574,2018,1,2,QTR1,weekday,winter,37,240,268,287,335,2574,,,
